epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,3529.48,0.71091,2.45752,1.25614,0.00189,0.11111,0.01176,0.0069,0.87664,69.4411,1.57143,0.000278079,0.000278079,0.000278079
44,3565.4,0.72426,2.35361,1.2859,0.00259,0.11111,0.01413,0.00897,0.86362,69.6404,1.54117,0.000273367,0.000273367,0.000273367
45,3608.34,0.51197,3.09519,0.93329,0.00171,0.11111,0.01613,0.01139,0.84916,71.5259,1.47976,0.000268654,0.000268654,0.000268654
46,3648.91,0.62869,2.09019,1.10723,0.00085,0.77778,0.01743,0.01315,0.74715,72.9216,1.29656,0.000263942,0.000263942,0.000263942
47,3685.61,0.56336,3.26002,0.97301,0.00354,0.22222,0.01978,0.01525,0.7211,76.8126,1.26679,0.00025923,0.00025923,0.00025923
48,3722.3,0.51208,3.01157,0.93976,0.00287,0.11111,0.01855,0.01446,0.68775,88.6427,1.2433,0.000254517,0.000254517,0.000254517
49,3759,0.65424,2.34051,1.08109,0.00457,0.11111,0.0191,0.01537,0.67901,87.7334,1.22692,0.000249805,0.000249805,0.000249805
50,3801.15,0.51123,3.17675,0.93137,0.00401,0.11111,0.01424,0.01165,0.65925,79.5924,1.26097,0.000245092,0.000245092,0.000245092
51,3840.07,0.5438,2.9288,0.96204,0.00329,0.11111,0.01363,0.01111,0.63257,75.2027,1.21243,0.00024038,0.00024038,0.00024038
52,3880.02,0.50624,2.80357,0.92868,0.00085,0.66667,0.01111,0.00926,0.6094,68.3515,1.14156,0.000235668,0.000235668,0.000235668
53,3917.1,0.55025,3.16221,0.96846,0.00092,0.66667,0.01037,0.00901,0.58988,66.3937,1.10259,0.000230955,0.000230955,0.000230955
54,3956.47,0.68296,2.23998,1.34162,0.00067,0.44444,0.00947,0.0077,0.57932,64.2556,1.08605,0.000226243,0.000226243,0.000226243
55,3998.01,0.61014,2.25913,1.0642,0.00068,0.44444,0.01027,0.00843,0.56459,63.6799,1.07859,0.00022153,0.00022153,0.00022153
56,4040.62,0.54262,3.13331,0.97835,0.00075,0.55556,0.01043,0.00863,0.56945,65.7601,1.09828,0.000216818,0.000216818,0.000216818
57,4084.22,0.71445,2.19355,1.19871,0.00089,0.66667,0.0098,0.00798,0.6175,66.1951,1.1342,0.000212106,0.000212106,0.000212106
58,4128.19,0.53987,2.87701,0.90441,0.00086,0.66667,0.01127,0.00873,0.72007,69.5667,1.25004,0.000207393,0.000207393,0.000207393
59,4171.68,0.58935,2.67273,1.1756,0.00087,0.66667,0.01097,0.00822,0.73308,71.695,1.26424,0.000202681,0.000202681,0.000202681
60,4215.64,0.7149,2.27585,1.26197,0.00084,0.55556,0.0162,0.01246,0.73558,68.6132,1.27419,0.000197968,0.000197968,0.000197968
61,4257.27,0.59158,2.80045,0.93685,0.0009,0.55556,0.01807,0.01353,0.73901,67.0376,1.28615,0.000193256,0.000193256,0.000193256
62,4294.8,0.59615,2.26673,1.12716,0.01298,0.11111,0.02951,0.02135,0.75311,67.5461,1.3164,0.000188544,0.000188544,0.000188544
63,4332.77,0.54765,2.26181,1.10277,0.01331,0.11111,0.0294,0.02142,0.74991,67.6923,1.33478,0.000183831,0.000183831,0.000183831
64,4370.44,0.65653,2.30247,1.15554,0.00094,0.55556,0.01963,0.01478,0.73162,66.9697,1.32652,0.000179119,0.000179119,0.000179119
65,4407.71,0.47764,2.69396,0.9262,0.00094,0.55556,0.01551,0.01202,0.73632,68.2769,1.32428,0.000174406,0.000174406,0.000174406
66,4444.98,0.70559,2.43982,1.34124,0.0088,0.11111,0.01559,0.01262,0.71442,69.781,1.28927,0.000169694,0.000169694,0.000169694
67,4482.52,0.48937,2.77887,0.92713,0.00939,0.11111,0.0154,0.0126,0.69609,70.0328,1.25936,0.000164982,0.000164982,0.000164982
68,4520.52,0.65856,2.10161,1.15966,0.01103,0.11111,0.0201,0.01645,0.69939,72.6074,1.21948,0.000160269,0.000160269,0.000160269
69,4558.12,0.451,1.8406,1.04763,0.01325,0.11111,0.02356,0.01972,0.68819,71.8514,1.18378,0.000155557,0.000155557,0.000155557
70,4595.77,0.46837,1.8925,1.0816,0.01198,0.11111,0.02121,0.01787,0.69102,70.2997,1.18992,0.000150844,0.000150844,0.000150844
71,4633.13,0.68125,2.12945,1.17251,0.01206,0.11111,0.0194,0.01663,0.67211,70.3511,1.19311,0.000146132,0.000146132,0.000146132
72,4671.03,0.59585,1.7779,1.07804,0.01124,0.11111,0.01834,0.01584,0.67908,70.5061,1.20978,0.00014142,0.00014142,0.00014142
73,4708.52,0.51295,1.84655,1.07008,0.01063,0.11111,0.01639,0.01419,0.67485,69.1781,1.21998,0.000136707,0.000136707,0.000136707
74,4746.43,0.58998,1.87151,1.03893,0.01165,0.11111,0.01825,0.01567,0.6807,68.566,1.20934,0.000131995,0.000131995,0.000131995
75,4784.2,0.53067,1.7291,1.04715,0.01164,0.11111,0.0192,0.01634,0.70046,67.7655,1.20697,0.000127282,0.000127282,0.000127282
76,4822.07,0.48438,2.52415,0.87682,0.01167,0.11111,0.0256,0.02159,0.70802,68.8129,1.21132,0.00012257,0.00012257,0.00012257
77,4909.14,0.73987,2.22881,1.28218,0.01055,0.11111,0.02675,0.0225,0.70321,70.0245,1.20826,0.000117858,0.000117858,0.000117858
78,4950.78,0.52482,1.87833,1.08674,0.01675,0.22222,0.02839,0.02524,0.69775,70.6616,1.21438,0.000113145,0.000113145,0.000113145
79,4988.96,0.84583,1.9784,1.41181,0.01773,0.22222,0.02844,0.02413,0.70055,70.3375,1.223,0.000108433,0.000108433,0.000108433
80,5027.21,0.44308,2.64541,0.89465,0.01027,0.11111,0.02378,0.01967,0.71296,72.2011,1.2133,0.00010372,0.00010372,0.00010372
81,5065.37,0.60366,1.74473,1.10241,0.00997,0.11111,0.02262,0.01806,0.72365,71.3794,1.22078,9.9008e-05,9.9008e-05,9.9008e-05
82,5103.45,0.46888,1.93045,1.04857,0.01046,0.11111,0.02258,0.017,0.74432,71.246,1.27474,9.42956e-05,9.42956e-05,9.42956e-05
83,5141.46,0.75057,1.95735,1.24761,0.00837,0.11111,0.02162,0.01555,0.74857,70.1738,1.2878,8.95832e-05,8.95832e-05,8.95832e-05
84,5179.53,0.57633,1.99581,1.09464,0.0081,0.11111,0.01942,0.01425,0.71715,68.7732,1.2703,8.48708e-05,8.48708e-05,8.48708e-05
85,5217.82,0.55987,1.71815,1.01817,0.00763,0.11111,0.0192,0.01388,0.7057,67.5916,1.25597,8.01584e-05,8.01584e-05,8.01584e-05
86,5256,0.66012,1.87979,1.08883,0.00608,0.11111,0.01792,0.01332,0.71009,66.3774,1.26904,7.5446e-05,7.5446e-05,7.5446e-05
87,5294.05,0.5589,1.67909,1.07107,0.00397,0.11111,0.01685,0.01262,0.70968,65.7742,1.26246,7.07336e-05,7.07336e-05,7.07336e-05
88,5332.29,0.53516,1.71387,1.05958,0.00122,0.66667,0.01537,0.0111,0.70418,66.7072,1.24426,6.60212e-05,6.60212e-05,6.60212e-05
89,5369.86,0.377,2.54127,0.82879,0.00122,0.66667,0.01391,0.01111,0.6987,67.1098,1.23949,6.13088e-05,6.13088e-05,6.13088e-05
90,5407.22,0.43937,1.51454,0.9956,0.00093,0.55556,0.01411,0.01117,0.68899,68.5462,1.21585,5.65964e-05,5.65964e-05,5.65964e-05
91,5446.25,0.3287,3.43359,0.87809,0.0009,0.55556,0.01387,0.01084,0.68199,67.7819,1.19204,5.1884e-05,5.1884e-05,5.1884e-05
92,5484.32,0.40194,2.57377,1.06797,0.00085,0.55556,0.0135,0.01077,0.66314,68.3103,1.16899,4.71716e-05,4.71716e-05,4.71716e-05
93,5519.82,0.4608,2.80258,1.01303,0.00081,0.55556,0.01373,0.0111,0.65756,67.2302,1.16069,4.24592e-05,4.24592e-05,4.24592e-05
94,5555.55,0.35363,2.88424,0.96294,0.00069,0.55556,0.01477,0.01185,0.64896,65.3871,1.16073,3.77468e-05,3.77468e-05,3.77468e-05
95,5591.47,0.4157,2.76426,0.98331,0.00067,0.55556,0.01599,0.01302,0.64657,64.2731,1.16226,3.30344e-05,3.30344e-05,3.30344e-05
96,5627.61,0.56987,3.20616,1.18411,0.00061,0.55556,0.01803,0.01463,0.6533,64.9224,1.16387,2.8322e-05,2.8322e-05,2.8322e-05
97,5663.58,1.03464,2.97434,1.57904,0.00059,0.55556,0.01859,0.01504,0.64845,65.6237,1.15914,2.36096e-05,2.36096e-05,2.36096e-05
98,5699.53,0.31262,3.05689,0.83966,0.00056,0.55556,0.0222,0.01825,0.63192,68.5723,1.14419,1.88972e-05,1.88972e-05,1.88972e-05
99,5735.6,0.28911,3.10809,0.79016,0.00054,0.55556,0.02135,0.01739,0.62867,68.9111,1.14443,1.41848e-05,1.41848e-05,1.41848e-05
100,5772.26,0.27738,2.94898,0.83688,0.00052,0.55556,0.02263,0.01816,0.63109,70.8839,1.14259,9.4724e-06,9.4724e-06,9.4724e-06
